Rank,School,Address,City,Municipal ID,Zip,District,Full_Address,Latitude,Longitude,EduScore
330,Saddle Brook Middle/High School,355 Mayhill Street,Saddle Brook,257,7663,Saddle Brook School District,"355 Mayhill Street, Saddle Brook, NJ 07663",40.9049018,-74.0908684,302
331,Salem High School,219 Walnut St,Salem,1713,8079,Salem City School District,"219 Walnut St, Salem, NJ 08079",39.5607665,-75.4836415,87
332,Academy For Information Technology,1776 Raritan Road,Scotch Plains,2016,7076,Union County Vocational-Technical School District,"1776 Raritan Road, Scotch Plains, NJ 07076",40.6180513,-74.3570355,500
333,Union County Magnet High School,1776 Raritan Road,Scotch Plains,2016,7076,Union County Vocational-Technical School District,"1776 Raritan Road, Scotch Plains, NJ 07076",40.6180513,-74.3570355,499
334,Academy For Allied Health Sciences,1776 Raritan Road,Scotch Plains,2016,7076,Union County Vocational-Technical School District,"1776 Raritan Road, Scotch Plains, NJ 07076",40.6180513,-74.3570355,496
335,Union County Technical,1776 Raritan Rd,Scotch Plains,2016,7076,Union County Vocational-Technical School District,"1776 Raritan Rd, Scotch Plains, NJ 07076",40.6180513,-74.3570355,489
336,Academy For Performing Arts,1776 Raritan Road,Scotch Plains,2016,7076,Union County Vocational-Technical School District,"1776 Raritan Road, Scotch Plains, NJ 07076",40.6180513,-74.3570355,472
337,Scotch Plains-Fanwood High School,667 Westfield Road,Scotch Plains,2016,7076,Scotch Plains-Fanwood School District,"667 Westfield Road, Scotch Plains, NJ 07076",40.6530424,-74.3850627,406
338,Secaucus High School,11 Mill Ridge Road,Secaucus,909,7094,Secaucus School District,"11 Mill Ridge Road, Secaucus, NJ 07094",40.8033613,-74.0508855,314
339,High Technical High School,1 High Tech Way,Secaucus,909,7094,Hudson County Schools of Technology School District,"1 High Tech Way, Secaucus, NJ 07094",40.7611192,-74.0828525,312
340,Gloucester County Institute of Technology,1360 Tanyard Road,Sewell,810,8080,Gloucester County Vocational-Technical School District,"1360 Tanyard Road, Sewell, NJ 08080",39.7882239,-75.1234675,332
341,Washington Township High School,519 Hurffville Crosskeys Rd,Sewell,810,8080,Washington Township School District,"519 Hurffville Crosskeys Rd, Sewell, NJ 08080",39.7421989,-75.0767266,185
342,Camden County Technical School-GTC,343 Berlin Cross Keys Road,Sicklerville,436,8081,Camden County Technical School District,"343 Berlin Cross Keys Road, Sicklerville, NJ 08081",39.765079,-74.975851,193
343,Montgomery High School,1016 Route 601,Skillman,1813,8558,Montgomery Township School District,"1016 Route 601, Skillman, NJ 08558",40.4174592,-74.7064384,453
344,Sterling High School,501 South Warwick Road,Somerdale,431,8083,Sterling Regional School District,"501 South Warwick Road, Somerdale, NJ 08083",39.8360706,-75.0258842,95
345,Chartertech High School for the Performing Arts,413 New Road,Somers Point,121,8244,Chartertech High School for the Performing Arts,"413 New Road, Somers Point, NJ 08244",39.3273841,-74.6000558,80
346,Central Jersey College Prep Charter School,101 Mettlers Road,Somerset,1801,8873,Central Jersey College Prep Charter School,"101 Mettlers Road, Somerset, NJ 08873",40.5136425,-74.5655513,432
347,Franklin High School,500 Elizabeth Avenue,Somerset,1801,8873,Franklin Township Public Schools,"500 Elizabeth Avenue, Somerset, NJ 08873",40.5202296,-74.55237,255
348,Somerville High School,222 Davenport St.,Somerville,1818,8876,Somerville Public School District,"222 Davenport St., Somerville, NJ 08876",40.578621,-74.611487,231
349,South Amboy Middle/High School,200 Governor Harold G Hoffman,South Amboy,1220,8879,South Amboy School District,"200 Governor Harold G Hoffman, South Amboy, NJ 08879",40.4814528,-74.2741291,109
350,South Plainfield High School,200 Lake Street,South Plainfield,1222,7080,South Plainfield School District,"200 Lake Street, South Plainfield, NJ 07080",40.5891604,-74.4124407,271
351,South River High School,11 Montgomery Street,South River,1223,8882,South River Public School District,"11 Montgomery Street, South River, NJ 08882",40.4395491,-74.3804649,156
352,Sparta High School,70 West Mountain Road,Sparta,1918,7871,Sparta Township Public School District,"70 West Mountain Road, Sparta, NJ 07871",41.0542749,-74.624737,394
353,Sussex County Technical School,105 North Church Road,Sparta,1918,7871,Sussex County Technical School District,"105 North Church Road, Sparta, NJ 07871",41.0974433,-74.6521228,211
354,Spotswood High School,105 Summerhill Road,Spotswood,1224,8884,Spotswood Public School District,"105 Summerhill Road, Spotswood, NJ 08884",40.3985818,-74.3884155,310
355,Jonathan Dayton High School,139 Mountain Ave.,Springfield,2017,7081,Springfield Public School District,"139 Mountain Ave., Springfield, NJ 07081",40.7061943,-74.3142961,242
356,Lenape Valley Regional High School,28 Sparta Road,Stanhope,1919,7874,Lenape Valley Regional High School District,"28 Sparta Road, Stanhope, NJ 07874",40.91974,-74.700322,359
357,Roxbury High School,One Bryant Drive,Succasunna,1436,7876,Roxbury Township School District,"One Bryant Drive, Succasunna, NJ 07876",40.8619227,-74.6407752,331
358,Summit High School,125 Kent Place Blvd,Summit,2018,7901,Summit Public School District,"125 Kent Place Blvd, Summit, NJ 07901",40.720822,-74.370617,475
359,High Point Regional High School District,299 Pidgeon Hill Road,Sussex,1921,7461,High Point Regional High School District,"299 Pidgeon Hill Road, Sussex, NJ 07461",41.1998479,-74.6461236,320
360,Seneca High School,110 Carranza Road,Tabernacle,335,8088,Lenape Regional High School District,"110 Carranza Road, Tabernacle, NJ 08088",39.8573385,-74.717795,274
361,Teaneck High School,100 Elizabeth Ave,Teaneck,260,7666,Teaneck School District,"100 Elizabeth Ave, Teaneck, NJ 07666",40.8911578,-74.0083768,275
362,Tenafly High School,19 Columbus Drive,Tenafly,261,7670,Tenafly Public School District,"19 Columbus Drive, Tenafly, NJ 07670",40.9332115,-73.9662898,450
363,Bergen County Technical High School - Teterboro,504 Route 46 West,Teterboro,262,7608,Bergen County Vocational Technical School District,"504 Route 46 West, Teterboro, NJ 07608",40.8604412,-74.0547977,484
364,Monmouth Regional High School,One Norman J Field Way,Tinton Falls,1349,7724,Monmouth Regional High School,"One Norman J Field Way, Tinton Falls, NJ 07724",40.303775,-74.091048,261
365,Toms River High School North,1245 Old Freehold Road,Toms River,1508,8753,Toms River Regional School District,"1245 Old Freehold Road, Toms River, NJ 08753",39.9823146,-74.1918678,264
366,Toms River High School East,1225 Raider Way,Toms River,1508,8753,Toms River Regional School District,"1225 Raider Way, Toms River, NJ 08753",39.9649789,-74.141908,214
367,Toms River High School South,55 Hyers Street,Toms River,1508,8753,Toms River Regional School District,"55 Hyers Street, Toms River, NJ 08753",39.955879,-74.195262,164
368,Westwood Junior/Senior High School,701 Ridgewood Road,Township Of Washington,267,7676,Westwood Regional School District,"701 Ridgewood Road, Township Of Washington, NJ 07676",40.9796629,-74.0611312,366
369,Mercer County Technical School Health Sciences Academy,1085 Old Trenton Road,Trenton,1111,8690,Area Vocational Technical Schools of Mercer County,"1085 Old Trenton Road, Trenton, NJ 08690",40.2492664,-74.6536295,350
370,Foundation Academy Charter School,363 West State Street,Trenton,1111,8608,Foundation Academy Charter School,"363 West State Street, Trenton, NJ 08608",40.22375,-74.7773196,307
371,Trenton Central High School - Main Campus,171 Division Street,Trenton,1111,8611,Trenton Public School District,"171 Division Street, Trenton, NJ 08611",40.2119251,-74.7455255,46
372,Daylight/Twilight High School,501 Edgewood Avenue,Trenton,1111,8618,Trenton Public School District,"501 Edgewood Avenue, Trenton, NJ 08618",40.2284489,-74.7803364,13
373,Union High School,2350 North Third Street,Union,2019,7083,Township of Union School District,"2350 North Third Street, Union, NJ 07083",40.7035758,-74.2837697,240
374,Union City High School,2500 Kennedy Blvd,Union City,910,7087,Union City School District,"2500 Kennedy Blvd, Union City, NJ 07087",40.7703761,-74.0367623,281
375,Vernon Township High School,1832 Route 565,Vernon,1922,7462,Vernon Township School District,"1832 Route 565, Vernon, NJ 07462",41.1946438,-74.6252779,304
376,Verona High School,151 Fairview Ave,Verona,720,7044,Verona Public School District,"151 Fairview Ave, Verona, NJ 07044",40.8412784,-74.2480376,360
377,John F. Scarpa Technical Education Center of Cumberland Coun,3400 College Drive,Vineland,614,8360,Cumberland County Board of Vocational Education,"3400 College Drive, Vineland, NJ 08360",39.4352094,-75.055202,446
378,Vineland Senior High School,2880 E Chestnut Ave,Vineland,614,8360,Vineland Public School District,"2880 E Chestnut Ave, Vineland, NJ 08360",39.4775542,-74.9725718,68
379,Eastern Regional High School,1401 Laurel Oak Road,Voorhees,434,8043,Eastern Camden County Regional School District,"1401 Laurel Oak Road, Voorhees, NJ 08043",39.849156,-74.966819,319
380,Waldwick High School,155 Wyckoff Avenue,Waldwick,264,7463,Waldwick School District,"155 Wyckoff Avenue, Waldwick, NJ 07463",41.0117019,-74.1334468,343
381,Communications High School,1740 New Bedford Road,Wall,1352,7719,Monmouth County Vocational School District,"1740 New Bedford Road, Wall, NJ 07719",40.1699009,-74.0620491,495
382,Wall High School,1630 18th Ave,Wall,1352,7719,Wall Township Public School District,"1630 18th Ave, Wall, NJ 07719",40.1685461,-74.0610266,321
383,Wallington Junior Senior High School,234 Main Ave,Wallington,265,7057,Wallington Boro School District,"234 Main Ave, Wallington, NJ 07057",40.8549136,-74.1068364,158
384,Lakeland Regional High School,205 Conklintown Road,Wanaque,1613,7465,Lakeland Regional High School District,"205 Conklintown Road, Wanaque, NJ 07465",41.059251,-74.282753,384
385,Watchung Hills Regional High School,108 Stirling Rd.,Warren,1820,7059,Watchung Hills Regional High School District,"108 Stirling Rd., Warren, NJ 07059",40.6525753,-74.4754909,336
386,Warren Hills Regional High School,41 Jackson Valley Road,Washington,2121,7882,Warren Hills Regional School District,"41 Jackson Valley Road, Washington, NJ 07882",40.7743941,-74.9838878,286
387,Warren County Vocational Technical School,1500 Route 57,Washington,2121,7882,Warren County Technical School District,"1500 Route 57, Washington, NJ 07882",40.7420608,-75.0241055,103
388,Wayne Hills High School,272 Berdan Avenue,Wayne,1614,7470,Wayne Township Public School District,"272 Berdan Avenue, Wayne, NJ 07470",40.9683449,-74.2390272,428
389,Wayne Valley High School,551 Valley Road,Wayne,1614,7470,Wayne Township Public School District,"551 Valley Road, Wayne, NJ 07470",40.9306949,-74.23068,419
390,Passaic County Technical Institute,45 Reinhardt Road,Wayne,1614,7470,Passaic County Vocational School District,"45 Reinhardt Road, Wayne, NJ 07470",40.9309012,-74.2023751,342
391,Weehawken High School,53 Liberty Place,Weehawken,911,7086,Weehawken Public School District,"53 Liberty Place, Weehawken, NJ 07086",40.7738908,-74.0179416,198
392,James Caldwell High School,265 Westville Ave,West Caldwell,21,7006,Caldwell-West Caldwell School District,"265 Westville Ave, West Caldwell, NJ 07006",40.8421379,-74.2963789,354
393,Essex County West Caldwell Technical,620 Passaic Ave,West Caldwell,721,7006,Essex County Vocational Technical Schools,"620 Passaic Ave, West Caldwell, NJ 07006",40.8530822,-74.2925706,191
394,West Deptford High School,1600 Old Crown Point Rd,West Deptford,820,8093,West Deptford Township School District,"1600 Old Crown Point Rd, West Deptford, NJ 08093",39.8548757,-75.1619512,257
395,Shore Regional High School,132 Monmouth Park Highway 36,West Long Branch,1353,7764,Shore Regional High School District,"132 Monmouth Park Highway 36, West Long Branch, NJ 07764",40.2992882,-74.0262591,277
396,West Milford High School,67 Highlander Drive,West Milford,1615,7480,West Milford Township Public School District,"67 Highlander Drive, West Milford, NJ 07480",41.0791232,-74.3812895,245
397,Memorial High School,5501 Park Ave,West New York,912,7093,West New York Board Of Education,"5501 Park Ave, West New York, NJ 07093",40.7834587,-74.0126605,120
398,West Orange High School,51 Conforti Ave,West Orange,722,7052,West Orange Public Schools,"51 Conforti Ave, West Orange, NJ 07052",40.8066775,-74.2602068,151
399,West Windsor-Plainsboro High School South,346 Clarksville Road,West Windsor,1113,8550,West Windsor-Plainsboro Regional School District,"346 Clarksville Road, West Windsor, NJ 08550",40.305586,-74.618714,388
400,Burlington County Institute of Technology - Westampton,695 Woodlane Road,Westampton,337,8060,Burlington County Institute of Technology School District,"695 Woodlane Road, Westampton, NJ 08060",40.0181596,-74.8232872,152
401,Westfield Senior High School,550 Dorian Road,Westfield,2020,7090,Westfield Public School District,"550 Dorian Road, Westfield, NJ 07090",40.644764,-74.3492799,442
402,Haddon Township High School,406 Memorial Avenue,Westmont,416,8108,Haddon Township School District,"406 Memorial Avenue, Westmont, NJ 08108",39.9042379,-75.0565516,267
403,Whippany Park High School,165 Whippany Road,Whippany,1412,7981,Hanover Park Regional High School District,"165 Whippany Road, Whippany, NJ 07981",40.8142162,-74.4237087,449
404,Wildwood High School,4300 Pacific Ave,Wildwood,514,8260,Wildwood City School District,"4300 Pacific Ave, Wildwood, NJ 08260",38.9857374,-74.8197327,141
405,Willliamstown High School,700 N Tuckahoe Rd,Williamstown,811,8094,Monroe Township Public School District,"700 N Tuckahoe Rd, Williamstown, NJ 08094",39.6822522,-75.0105483,279
406,Willingboro High School,20 Jfk Way,Willingboro,338,8046,Willingboro Public School District,"20 Jfk Way, Willingboro, NJ 08046",40.0170627,-74.8859271,21
407,Wood-Ridge Junior/Senior High School,258 Hackensack St,Wood Ridge,269,7075,Wood-Ridge School District,"258 Hackensack St, Wood Ridge, NJ 07075",40.8481199,-74.0802328,210
408,Middlesex County Vocational Academy Allied Health & Biomedical Science,1 Convery Boulevard,Woodbridge,1225,7095,Middlesex County Vocational and Technical School District,"1 Convery Boulevard, Woodbridge, NJ 07095",40.5406408,-74.278351,481
409,Woodbridge High School,25 Samuel Lupo Place,Woodbridge,1225,7095,Woodbridge Township School District,"25 Samuel Lupo Place, Woodbridge, NJ 07095",40.5660641,-74.2870106,124
410,Woodbury Junior-Senior High School,25 N. Broad Street,Woodbury,822,8096,Woodbury City Public School District,"25 N. Broad Street, Woodbury, NJ 08096",39.8397915,-75.1536716,98
411,Gateway Regional High School,775 Tanyard Rd,Woodbury Hts,823,8096,Gateway Regional School District,"775 Tanyard Rd, Woodbury Hts, NJ 08096",39.8174389,-75.1406849,143
412,Woodstown High School,140 East Avenue,Woodstown,1715,8098,Woodstown-Pilesgrove Regional School District,"140 East Avenue, Woodstown, NJ 08098",39.6506458,-75.321535,333
413,Salem County Career and Technical High School,880 Route 45,Woodstown,1715,8098,Salem County Vocational Technical School District,"880 Route 45, Woodstown, NJ 08098",39.6287177,-75.3667787,251
414,Kingsway Regional High School,201 Kings Highway,Woolwich Twp,824,8085,Kingsway Regional School District,"201 Kings Highway, Woolwich Twp, NJ 08085",39.761012,-75.2907417,390
