Rank,School,Address,City,Zip,Latitude,Longitude,EduScore
305,Pennsauken High School,800 Hylton Road,Pennsauken,8110,39.986962,-75.026188,61
306,Pemberton Township High School,148 Arneys Mount Road,Pemberton,8068,39.9928022,-74.6858262,59
307,Middlesex County Vocational Academy Allied Health & Biomedical Science,1 Convery Boulevard,Woodbridge,7095,40.5406408,-74.278351,58
308,Willingboro High School,20 Jfk Way,Willingboro,8046,40.0170627,-74.8859271,56
309,Perth Amboy High School,300 Eagle Ave,Perth Amboy,8861,40.5236523,-74.2702924,55
310,Wildwood High School,4300 Pacific Ave,Wildwood,8260,38.9857374,-74.8197327,53
311,Plainfield High School,950 Park Avenue,Plainfield,7060,40.6114376,-74.413301,52
312,New Brunswick High School,1000 Somerset St,New Brunswick,8901,40.4807916,-74.482053,51
313,Salem High School,219 Walnut St,Salem,8079,39.5607665,-75.4836415,49
314,Liberty High School,299 Sip Avenue,Jersey City,7306,40.7324362,-74.0741188,48
315,Atlantic City High School,1400 N Albany Avenue,Atlantic City,8401,39.366993,-74.477057,46
316,Passaic High School No. 12,170 Paulison Ave.,Passaic,7055,40.8567838,-74.1276323,45
317,Bridgeton High School,111 N West Avenue,Bridgeton,8302,39.4377182,-75.244895,43
318,Middlesex County Vocational School Perth Amboy,457 High Street,Perth Amboy,8861,40.5141188,-74.2628199,42
319,Elizabeth High School - Frank J Cicarell Academy,40 Morrell Street,Elizabeth,7202,40.6634263,-74.2105038,40
320,Essex County Donald M. Payne Senior School of Technology,498-544 West Market St,Newark,7107,40.7506839,-74.1938246,39
321,James J Ferris High School,35 Colgate St,Jersey City,7302,40.7217188,-74.0528731,38
322,Middlesex County Vocational School East Brunswick,112 Rues Lane,East Brunswick,8816,40.4220816,-74.3860123,36
323,Alternative High School,45 Ranoldo Terrace,Cherry Hill,8034,39.9142125,-74.9909199,35
324,East Orange Campus High School,344 Prospect Street,East Orange,7017,40.776098,-74.2074603,33
325,Dwight Morrow High School/Academies@Englewood,274 Knickerbocker Rd,Englewood,7631,40.9073806,-73.9832784,32
326,Pleasantville High School,701 Mill Road,Pleasantville,8232,39.406362,-74.52615,30
327,Trenton Central High School - Main Campus,171 Division Street,Trenton,8611,40.2119251,-74.7455255,29
328,Middlesex County Vocational School Piscataway,21 Suttons Lane,Piscataway,8854,40.5249182,-74.4281013,27
329,Orange High School,400 Lincoln Ave,Orange,7050,40.7658026,-74.2395074,26
330,Camden County Technical School-GTC,343 Berlin Cross Keys Road,Sicklerville,8081,39.765079,-74.975851,25
331,Lincoln High School,60 Crescent Ave,Jersey City,7304,40.7174208,-74.0700804,23
332,Irvington High School,1253 Clinton Ave,Irvington,7111,40.7297385,-74.234324,22
333,Hoboken Charter School,713 Washington St,Hoboken,7030,40.7452277,-74.0281532,20
334,Asbury Park High School,1001 Sunset Avenue,Asbury Park,7712,40.2284978,-74.0131736,19
335,Henry Snyder High School,239 Bergen Ave,Jersey City,7305,40.7103941,-74.0846276,17
336,West Side High School,403 South Orange Avenue,Newark,7103,40.7422366,-74.2035333,16
337,East Side High School,238 Van Buren St,Newark,7105,40.7240215,-74.1587232,14
338,Weequahic High School,279 Chancellor Ave,Newark,7112,40.7093041,-74.2200419,13
339,Woodrow Wilson High School,3100 Federal Street,Camden,8105,39.9466205,-75.0775176,12
340,Malcolm X Shabazz High School,80 Johnson Ave,Newark,7108,40.7182491,-74.1917012,10
341,Central High School,250 18th Avenue,Newark,7103,40.7296139,-74.1935817,9
342,Camden High School,1875 Park Boulevard,Camden,8103,39.9309249,-75.0953337,7
343,Barringer Arts High School,90 Parker St,Newark,7104,40.7554216,-74.179852,6
344,Newark Vocational High School,403 South Orange Avenue,Newark,7103,40.7422366,-74.2035333,4
345,Bergen County Technical High School - Paramus,E.285 Pascack Road,Paramus,7652,40.9585276,-74.0585942,3
346,Essex County West Caldwell Technical,620 Passaic Ave,West Caldwell,7006,40.8530822,-74.2925706,1
